assetId,employeeId,assetType,format,title,sourceSystem,lastModified
AST-EMP072-03,EMP072,word,docx,Design specification - EMP072,OneDrive,2025-03-17
AST-EMP072-04,EMP072,text,txt,Shift handoff notes - EMP072,OneDrive,2025-03-18
AST-EMP072-05,EMP072,onenote,one,Lab observations notebook - EMP072,OneDrive,2025-03-19
AST-EMP072-06,EMP072,spreadsheet,xlsx,Project resource tracker - EMP072,OneDrive,2025-03-26
AST-EMP072-07,EMP072,spreadsheet-csv,csv,Department metrics export - EMP072,OneDrive,2025-02-16
AST-EMP072-08,EMP072,knowledge-note,md,Knowledge summary notes - EMP072,OneDrive,2025-03-16
AST-EMP073-01,EMP073,presentation,pptx,Project update deck - EMP073,OneDrive,2025-03-16
AST-EMP073-02,EMP073,pdf,pdf,Process compliance document - EMP073,OneDrive,2025-03-17
AST-EMP073-03,EMP073,word,docx,Design specification - EMP073,OneDrive,2025-03-18
AST-EMP073-04,EMP073,text,txt,Shift handoff notes - EMP073,OneDrive,2025-03-19
AST-EMP073-05,EMP073,onenote,one,Lab observations notebook - EMP073,OneDrive,2025-03-20
AST-EMP073-06,EMP073,spreadsheet,xlsx,Equipment inventory tracker - EMP073,OneDrive,2025-03-27
AST-EMP073-07,EMP073,spreadsheet-csv,csv,Department metrics export - EMP073,OneDrive,2025-02-17
AST-EMP073-08,EMP073,knowledge-note,md,Knowledge summary notes - EMP073,OneDrive,2025-03-17
AST-EMP074-01,EMP074,presentation,pptx,Project update deck - EMP074,OneDrive,2025-03-17
AST-EMP074-02,EMP074,pdf,pdf,Process compliance document - EMP074,OneDrive,2025-03-18
AST-EMP074-03,EMP074,word,docx,Design specification - EMP074,OneDrive,2025-03-19
AST-EMP074-04,EMP074,text,txt,Shift handoff notes - EMP074,OneDrive,2025-03-20
AST-EMP074-05,EMP074,onenote,one,Lab observations notebook - EMP074,OneDrive,2025-03-21
AST-EMP074-06,EMP074,spreadsheet,xlsx,Skills matrix - EMP074,OneDrive,2025-03-28
AST-EMP074-07,EMP074,spreadsheet-csv,csv,Department metrics export - EMP074,OneDrive,2025-02-18
AST-EMP074-08,EMP074,knowledge-note,md,Knowledge summary notes - EMP074,OneDrive,2025-03-18
AST-EMP075-01,EMP075,presentation,pptx,Project update deck - EMP075,OneDrive,2025-03-18
AST-EMP075-02,EMP075,pdf,pdf,Process compliance document - EMP075,OneDrive,2025-03-19
AST-EMP075-03,EMP075,word,docx,Design specification - EMP075,OneDrive,2025-03-20
AST-EMP075-04,EMP075,text,txt,Shift handoff notes - EMP075,OneDrive,2025-03-21
AST-EMP075-05,EMP075,onenote,one,Lab observations notebook - EMP075,OneDrive,2025-03-22
AST-EMP075-06,EMP075,spreadsheet,xlsx,System resource utilization - EMP075,OneDrive,2025-03-29
AST-EMP075-07,EMP075,spreadsheet-csv,csv,Department metrics export - EMP075,OneDrive,2025-02-19
AST-EMP075-08,EMP075,knowledge-note,md,Knowledge summary notes - EMP075,OneDrive,2025-03-19
AST-EMP076-01,EMP076,presentation,pptx,Project update deck - EMP076,OneDrive,2025-03-19
AST-EMP076-02,EMP076,pdf,pdf,Process compliance document - EMP076,OneDrive,2025-03-20
AST-EMP076-03,EMP076,word,docx,Design specification - EMP076,OneDrive,2025-03-21
AST-EMP076-04,EMP076,text,txt,Shift handoff notes - EMP076,OneDrive,2025-03-22
AST-EMP076-05,EMP076,onenote,one,Lab observations notebook - EMP076,OneDrive,2025-03-23
AST-EMP076-06,EMP076,spreadsheet,xlsx,Budget tracker - EMP076,OneDrive,2025-03-30
AST-EMP076-07,EMP076,spreadsheet-csv,csv,Department metrics export - EMP076,OneDrive,2025-02-20
AST-EMP076-08,EMP076,knowledge-note,md,Knowledge summary notes - EMP076,OneDrive,2025-03-20
AST-EMP077-01,EMP077,presentation,pptx,Project update deck - EMP077,OneDrive,2025-03-20
AST-EMP077-02,EMP077,pdf,pdf,Process compliance document - EMP077,OneDrive,2025-03-21
AST-EMP077-03,EMP077,word,docx,Design specification - EMP077,OneDrive,2025-03-22
AST-EMP077-04,EMP077,text,txt,Shift handoff notes - EMP077,OneDrive,2025-03-23
AST-EMP077-05,EMP077,onenote,one,Lab observations notebook - EMP077,OneDrive,2025-03-24
AST-EMP077-06,EMP077,spreadsheet,xlsx,Vendor comparison - EMP077,OneDrive,2025-03-31
AST-EMP077-07,EMP077,spreadsheet-csv,csv,Department metrics export - EMP077,OneDrive,2025-02-21
AST-EMP077-08,EMP077,knowledge-note,md,Knowledge summary notes - EMP077,OneDrive,2025-03-21
AST-EMP078-01,EMP078,presentation,pptx,Project update deck - EMP078,OneDrive,2025-03-21
AST-EMP078-02,EMP078,pdf,pdf,Process compliance document - EMP078,OneDrive,2025-03-22
AST-EMP078-03,EMP078,word,docx,Design specification - EMP078,OneDrive,2025-03-23
AST-EMP078-04,EMP078,text,txt,Shift handoff notes - EMP078,OneDrive,2025-03-24
AST-EMP078-05,EMP078,onenote,one,Lab observations notebook - EMP078,OneDrive,2025-03-25
AST-EMP078-06,EMP078,spreadsheet,xlsx,Shift productivity report - EMP078,OneDrive,2025-04-01
AST-EMP078-07,EMP078,spreadsheet-csv,csv,Department metrics export - EMP078,OneDrive,2025-02-22
AST-EMP078-08,EMP078,knowledge-note,md,Knowledge summary notes - EMP078,OneDrive,2025-03-22
AST-EMP079-01,EMP079,presentation,pptx,Project update deck - EMP079,OneDrive,2025-03-22
AST-EMP079-02,EMP079,pdf,pdf,Process compliance document - EMP079,OneDrive,2025-03-23
AST-EMP079-03,EMP079,word,docx,Design specification - EMP079,OneDrive,2025-03-24
AST-EMP079-04,EMP079,text,txt,Shift handoff notes - EMP079,OneDrive,2025-03-25
AST-EMP079-05,EMP079,onenote,one,Lab observations notebook - EMP079,OneDrive,2025-03-26
AST-EMP079-06,EMP079,spreadsheet,xlsx,Experiment data log - EMP079,OneDrive,2025-04-02
AST-EMP079-07,EMP079,spreadsheet-csv,csv,Department metrics export - EMP079,OneDrive,2025-02-23
AST-EMP079-08,EMP079,knowledge-note,md,Knowledge summary notes - EMP079,OneDrive,2025-03-23
AST-EMP080-01,EMP080,presentation,pptx,Project update deck - EMP080,OneDrive,2025-03-23
AST-EMP080-02,EMP080,pdf,pdf,Process compliance document - EMP080,OneDrive,2025-03-24
AST-EMP080-03,EMP080,word,docx,Design specification - EMP080,OneDrive,2025-03-25
AST-EMP080-04,EMP080,text,txt,Shift handoff notes - EMP080,OneDrive,2025-03-26
AST-EMP080-05,EMP080,onenote,one,Lab observations notebook - EMP080,OneDrive,2025-03-27
AST-EMP080-06,EMP080,spreadsheet,xlsx,Project resource tracker - EMP080,OneDrive,2025-04-03
AST-EMP080-07,EMP080,spreadsheet-csv,csv,Department metrics export - EMP080,OneDrive,2025-02-24
AST-EMP080-08,EMP080,knowledge-note,md,Knowledge summary notes - EMP080,OneDrive,2025-03-24
AST-EMP081-01,EMP081,presentation,pptx,Project update deck - EMP081,OneDrive,2025-03-24
AST-EMP081-02,EMP081,pdf,pdf,Process compliance document - EMP081,OneDrive,2025-03-25
AST-EMP081-03,EMP081,word,docx,Design specification - EMP081,OneDrive,2025-03-26
AST-EMP081-04,EMP081,text,txt,Shift handoff notes - EMP081,OneDrive,2025-03-27
AST-EMP081-05,EMP081,onenote,one,Lab observations notebook - EMP081,OneDrive,2025-03-28
AST-EMP081-06,EMP081,spreadsheet,xlsx,Equipment inventory tracker - EMP081,OneDrive,2025-04-04
AST-EMP081-07,EMP081,spreadsheet-csv,csv,Department metrics export - EMP081,OneDrive,2025-02-25
AST-EMP081-08,EMP081,knowledge-note,md,Knowledge summary notes - EMP081,OneDrive,2025-03-25
AST-EMP082-01,EMP082,presentation,pptx,Project update deck - EMP082,OneDrive,2025-03-25
AST-EMP082-02,EMP082,pdf,pdf,Process compliance document - EMP082,OneDrive,2025-03-26
AST-EMP082-03,EMP082,word,docx,Design specification - EMP082,OneDrive,2025-03-27
AST-EMP082-04,EMP082,text,txt,Shift handoff notes - EMP082,OneDrive,2025-03-28
AST-EMP082-05,EMP082,onenote,one,Lab observations notebook - EMP082,OneDrive,2025-03-29
AST-EMP082-06,EMP082,spreadsheet,xlsx,Skills matrix - EMP082,OneDrive,2025-04-05
AST-EMP082-07,EMP082,spreadsheet-csv,csv,Department metrics export - EMP082,OneDrive,2025-02-26
AST-EMP082-08,EMP082,knowledge-note,md,Knowledge summary notes - EMP082,OneDrive,2025-03-26
AST-EMP083-01,EMP083,presentation,pptx,Project update deck - EMP083,OneDrive,2025-03-26
AST-EMP083-02,EMP083,pdf,pdf,Process compliance document - EMP083,OneDrive,2025-03-27
AST-EMP083-03,EMP083,word,docx,Design specification - EMP083,OneDrive,2025-03-28
AST-EMP083-04,EMP083,text,txt,Shift handoff notes - EMP083,OneDrive,2025-03-29
AST-EMP083-05,EMP083,onenote,one,Lab observations notebook - EMP083,OneDrive,2025-03-30
AST-EMP083-06,EMP083,spreadsheet,xlsx,System resource utilization - EMP083,OneDrive,2025-04-06
AST-EMP083-07,EMP083,spreadsheet-csv,csv,Department metrics export - EMP083,OneDrive,2025-02-27
AST-EMP083-08,EMP083,knowledge-note,md,Knowledge summary notes - EMP083,OneDrive,2025-03-27
AST-EMP084-01,EMP084,presentation,pptx,Project update deck - EMP084,OneDrive,2025-03-27
AST-EMP084-02,EMP084,pdf,pdf,Process compliance document - EMP084,OneDrive,2025-03-28
AST-EMP084-03,EMP084,word,docx,Design specification - EMP084,OneDrive,2025-03-29
AST-EMP084-04,EMP084,text,txt,Shift handoff notes - EMP084,OneDrive,2025-03-30
AST-EMP084-05,EMP084,onenote,one,Lab observations notebook - EMP084,OneDrive,2025-03-31
AST-EMP084-06,EMP084,spreadsheet,xlsx,Budget tracker - EMP084,OneDrive,2025-04-07
AST-EMP084-07,EMP084,spreadsheet-csv,csv,Department metrics export - EMP084,OneDrive,2025-02-28
AST-EMP084-08,EMP084,knowledge-note,md,Knowledge summary notes - EMP084,OneDrive,2025-03-28
AST-EMP085-01,EMP085,presentation,pptx,Project update deck - EMP085,OneDrive,2025-03-28
AST-EMP085-02,EMP085,pdf,pdf,Process compliance document - EMP085,OneDrive,2025-03-29
AST-EMP085-03,EMP085,word,docx,Design specification - EMP085,OneDrive,2025-03-30
AST-EMP085-04,EMP085,text,txt,Shift handoff notes - EMP085,OneDrive,2025-03-31
AST-EMP085-05,EMP085,onenote,one,Lab observations notebook - EMP085,OneDrive,2025-04-01
AST-EMP085-06,EMP085,spreadsheet,xlsx,Vendor comparison - EMP085,OneDrive,2025-04-08
AST-EMP085-07,EMP085,spreadsheet-csv,csv,Department metrics export - EMP085,OneDrive,2025-02-01
AST-EMP085-08,EMP085,knowledge-note,md,Knowledge summary notes - EMP085,OneDrive,2025-03-01
AST-EMP086-01,EMP086,presentation,pptx,Project update deck - EMP086,OneDrive,2025-03-29
AST-EMP086-02,EMP086,pdf,pdf,Process compliance document - EMP086,OneDrive,2025-03-30
AST-EMP086-03,EMP086,word,docx,Design specification - EMP086,OneDrive,2025-03-31
AST-EMP086-04,EMP086,text,txt,Shift handoff notes - EMP086,OneDrive,2025-04-01
AST-EMP086-05,EMP086,onenote,one,Lab observations notebook - EMP086,OneDrive,2025-04-02
AST-EMP086-06,EMP086,spreadsheet,xlsx,Shift productivity report - EMP086,OneDrive,2025-04-09
AST-EMP086-07,EMP086,spreadsheet-csv,csv,Department metrics export - EMP086,OneDrive,2025-02-02
AST-EMP086-08,EMP086,knowledge-note,md,Knowledge summary notes - EMP086,OneDrive,2025-03-02
AST-EMP087-01,EMP087,presentation,pptx,Project update deck - EMP087,OneDrive,2025-03-30
AST-EMP087-02,EMP087,pdf,pdf,Process compliance document - EMP087,OneDrive,2025-03-31
AST-EMP087-03,EMP087,word,docx,Design specification - EMP087,OneDrive,2025-04-01
AST-EMP087-04,EMP087,text,txt,Shift handoff notes - EMP087,OneDrive,2025-04-02
AST-EMP087-05,EMP087,onenote,one,Lab observations notebook - EMP087,OneDrive,2025-04-03
AST-EMP087-06,EMP087,spreadsheet,xlsx,Experiment data log - EMP087,OneDrive,2025-04-10
AST-EMP087-07,EMP087,spreadsheet-csv,csv,Department metrics export - EMP087,OneDrive,2025-02-03
AST-EMP087-08,EMP087,knowledge-note,md,Knowledge summary notes - EMP087,OneDrive,2025-03-03
AST-EMP088-01,EMP088,presentation,pptx,Project update deck - EMP088,OneDrive,2025-03-31
AST-EMP088-02,EMP088,pdf,pdf,Process compliance document - EMP088,OneDrive,2025-04-01
AST-EMP088-03,EMP088,word,docx,Design specification - EMP088,OneDrive,2025-04-02
AST-EMP088-04,EMP088,text,txt,Shift handoff notes - EMP088,OneDrive,2025-04-03
AST-EMP088-05,EMP088,onenote,one,Lab observations notebook - EMP088,OneDrive,2025-04-04
AST-EMP088-06,EMP088,spreadsheet,xlsx,Project resource tracker - EMP088,OneDrive,2025-04-11
AST-EMP088-07,EMP088,spreadsheet-csv,csv,Department metrics export - EMP088,OneDrive,2025-02-04
AST-EMP088-08,EMP088,knowledge-note,md,Knowledge summary notes - EMP088,OneDrive,2025-03-04
AST-EMP089-01,EMP089,presentation,pptx,Project update deck - EMP089,OneDrive,2025-04-01
AST-EMP089-02,EMP089,pdf,pdf,Process compliance document - EMP089,OneDrive,2025-04-02
AST-EMP089-03,EMP089,word,docx,Design specification - EMP089,OneDrive,2025-04-03
AST-EMP089-04,EMP089,text,txt,Shift handoff notes - EMP089,OneDrive,2025-04-04
AST-EMP089-05,EMP089,onenote,one,Lab observations notebook - EMP089,OneDrive,2025-04-05
AST-EMP089-06,EMP089,spreadsheet,xlsx,Equipment inventory tracker - EMP089,OneDrive,2025-04-12
AST-EMP089-07,EMP089,spreadsheet-csv,csv,Department metrics export - EMP089,OneDrive,2025-02-05
AST-EMP089-08,EMP089,knowledge-note,md,Knowledge summary notes - EMP089,OneDrive,2025-03-05
AST-EMP090-01,EMP090,presentation,pptx,Project update deck - EMP090,OneDrive,2025-04-02
AST-EMP090-02,EMP090,pdf,pdf,Process compliance document - EMP090,OneDrive,2025-04-03
AST-EMP090-03,EMP090,word,docx,Design specification - EMP090,OneDrive,2025-04-04
AST-EMP090-04,EMP090,text,txt,Shift handoff notes - EMP090,OneDrive,2025-04-05
AST-EMP090-05,EMP090,onenote,one,Lab observations notebook - EMP090,OneDrive,2025-04-06
AST-EMP090-06,EMP090,spreadsheet,xlsx,Skills matrix - EMP090,OneDrive,2025-04-13
AST-EMP090-07,EMP090,spreadsheet-csv,csv,Department metrics export - EMP090,OneDrive,2025-02-06
AST-EMP090-08,EMP090,knowledge-note,md,Knowledge summary notes - EMP090,OneDrive,2025-03-06
AST-EMP091-01,EMP091,presentation,pptx,Project update deck - EMP091,OneDrive,2025-04-03
AST-EMP091-02,EMP091,pdf,pdf,Process compliance document - EMP091,OneDrive,2025-04-04
AST-EMP091-03,EMP091,word,docx,Design specification - EMP091,OneDrive,2025-04-05
AST-EMP091-04,EMP091,text,txt,Shift handoff notes - EMP091,OneDrive,2025-04-06
AST-EMP091-05,EMP091,onenote,one,Lab observations notebook - EMP091,OneDrive,2025-04-07
AST-EMP091-06,EMP091,spreadsheet,xlsx,System resource utilization - EMP091,OneDrive,2025-04-14
AST-EMP091-07,EMP091,spreadsheet-csv,csv,Department metrics export - EMP091,OneDrive,2025-02-07
AST-EMP091-08,EMP091,knowledge-note,md,Knowledge summary notes - EMP091,OneDrive,2025-03-07
AST-EMP092-01,EMP092,presentation,pptx,Project update deck - EMP092,OneDrive,2025-04-04
AST-EMP092-02,EMP092,pdf,pdf,Process compliance document - EMP092,OneDrive,2025-04-05
AST-EMP092-03,EMP092,word,docx,Design specification - EMP092,OneDrive,2025-04-06
AST-EMP092-04,EMP092,text,txt,Shift handoff notes - EMP092,OneDrive,2025-04-07
AST-EMP092-05,EMP092,onenote,one,Lab observations notebook - EMP092,OneDrive,2025-04-08
AST-EMP092-06,EMP092,spreadsheet,xlsx,Budget tracker - EMP092,OneDrive,2025-04-15
AST-EMP092-07,EMP092,spreadsheet-csv,csv,Department metrics export - EMP092,OneDrive,2025-02-08
AST-EMP092-08,EMP092,knowledge-note,md,Knowledge summary notes - EMP092,OneDrive,2025-03-08
AST-EMP093-01,EMP093,presentation,pptx,Project update deck - EMP093,OneDrive,2025-04-05
AST-EMP093-02,EMP093,pdf,pdf,Process compliance document - EMP093,OneDrive,2025-04-06
AST-EMP093-03,EMP093,word,docx,Design specification - EMP093,OneDrive,2025-04-07
AST-EMP093-04,EMP093,text,txt,Shift handoff notes - EMP093,OneDrive,2025-04-08
AST-EMP093-05,EMP093,onenote,one,Lab observations notebook - EMP093,OneDrive,2025-04-09
AST-EMP093-06,EMP093,spreadsheet,xlsx,Vendor comparison - EMP093,OneDrive,2025-04-16
AST-EMP093-07,EMP093,spreadsheet-csv,csv,Department metrics export - EMP093,OneDrive,2025-02-09
AST-EMP093-08,EMP093,knowledge-note,md,Knowledge summary notes - EMP093,OneDrive,2025-03-09
AST-EMP094-01,EMP094,presentation,pptx,Project update deck - EMP094,OneDrive,2025-04-06
AST-EMP094-02,EMP094,pdf,pdf,Process compliance document - EMP094,OneDrive,2025-04-07
AST-EMP094-03,EMP094,word,docx,Design specification - EMP094,OneDrive,2025-04-08
AST-EMP094-04,EMP094,text,txt,Shift handoff notes - EMP094,OneDrive,2025-04-09
AST-EMP094-05,EMP094,onenote,one,Lab observations notebook - EMP094,OneDrive,2025-04-10
AST-EMP094-06,EMP094,spreadsheet,xlsx,Shift productivity report - EMP094,OneDrive,2025-04-17
AST-EMP094-07,EMP094,spreadsheet-csv,csv,Department metrics export - EMP094,OneDrive,2025-02-10
AST-EMP094-08,EMP094,knowledge-note,md,Knowledge summary notes - EMP094,OneDrive,2025-03-10
AST-EMP095-01,EMP095,presentation,pptx,Project update deck - EMP095,OneDrive,2025-04-07
AST-EMP095-02,EMP095,pdf,pdf,Process compliance document - EMP095,OneDrive,2025-04-08
AST-EMP095-03,EMP095,word,docx,Design specification - EMP095,OneDrive,2025-04-09
AST-EMP095-04,EMP095,text,txt,Shift handoff notes - EMP095,OneDrive,2025-04-10
AST-EMP095-05,EMP095,onenote,one,Lab observations notebook - EMP095,OneDrive,2025-04-11
AST-EMP095-06,EMP095,spreadsheet,xlsx,Experiment data log - EMP095,OneDrive,2025-04-18
AST-EMP095-07,EMP095,spreadsheet-csv,csv,Department metrics export - EMP095,OneDrive,2025-02-11
AST-EMP095-08,EMP095,knowledge-note,md,Knowledge summary notes - EMP095,OneDrive,2025-03-11
AST-EMP096-01,EMP096,presentation,pptx,Project update deck - EMP096,OneDrive,2025-04-08
AST-EMP096-02,EMP096,pdf,pdf,Process compliance document - EMP096,OneDrive,2025-04-09
AST-EMP096-03,EMP096,word,docx,Design specification - EMP096,OneDrive,2025-04-10
AST-EMP096-04,EMP096,text,txt,Shift handoff notes - EMP096,OneDrive,2025-04-11
AST-EMP096-05,EMP096,onenote,one,Lab observations notebook - EMP096,OneDrive,2025-04-12
AST-EMP096-06,EMP096,spreadsheet,xlsx,Project resource tracker - EMP096,OneDrive,2025-04-19
AST-EMP096-07,EMP096,spreadsheet-csv,csv,Department metrics export - EMP096,OneDrive,2025-02-12
AST-EMP096-08,EMP096,knowledge-note,md,Knowledge summary notes - EMP096,OneDrive,2025-03-12
AST-EMP097-01,EMP097,presentation,pptx,Project update deck - EMP097,OneDrive,2025-04-09
AST-EMP097-02,EMP097,pdf,pdf,Process compliance document - EMP097,OneDrive,2025-04-10
AST-EMP097-03,EMP097,word,docx,Design specification - EMP097,OneDrive,2025-04-11
AST-EMP097-04,EMP097,text,txt,Shift handoff notes - EMP097,OneDrive,2025-04-12
AST-EMP097-05,EMP097,onenote,one,Lab observations notebook - EMP097,OneDrive,2025-04-13
AST-EMP097-06,EMP097,spreadsheet,xlsx,Equipment inventory tracker - EMP097,OneDrive,2025-04-20
AST-EMP097-07,EMP097,spreadsheet-csv,csv,Department metrics export - EMP097,OneDrive,2025-02-13
AST-EMP097-08,EMP097,knowledge-note,md,Knowledge summary notes - EMP097,OneDrive,2025-03-13
AST-EMP098-01,EMP098,presentation,pptx,Project update deck - EMP098,OneDrive,2025-04-10
AST-EMP098-02,EMP098,pdf,pdf,Process compliance document - EMP098,OneDrive,2025-04-11
AST-EMP098-03,EMP098,word,docx,Design specification - EMP098,OneDrive,2025-04-12
AST-EMP098-04,EMP098,text,txt,Shift handoff notes - EMP098,OneDrive,2025-04-13
AST-EMP098-05,EMP098,onenote,one,Lab observations notebook - EMP098,OneDrive,2025-04-14
AST-EMP098-06,EMP098,spreadsheet,xlsx,Skills matrix - EMP098,OneDrive,2025-04-21
AST-EMP098-07,EMP098,spreadsheet-csv,csv,Department metrics export - EMP098,OneDrive,2025-02-14
AST-EMP098-08,EMP098,knowledge-note,md,Knowledge summary notes - EMP098,OneDrive,2025-03-14
AST-EMP099-01,EMP099,presentation,pptx,Project update deck - EMP099,OneDrive,2025-04-11
AST-EMP099-02,EMP099,pdf,pdf,Process compliance document - EMP099,OneDrive,2025-04-12
AST-EMP099-03,EMP099,word,docx,Design specification - EMP099,OneDrive,2025-04-13
AST-EMP099-04,EMP099,text,txt,Shift handoff notes - EMP099,OneDrive,2025-04-14
AST-EMP099-05,EMP099,onenote,one,Lab observations notebook - EMP099,OneDrive,2025-04-15
AST-EMP099-06,EMP099,spreadsheet,xlsx,System resource utilization - EMP099,OneDrive,2025-04-22
AST-EMP099-07,EMP099,spreadsheet-csv,csv,Department metrics export - EMP099,OneDrive,2025-02-15
AST-EMP099-08,EMP099,knowledge-note,md,Knowledge summary notes - EMP099,OneDrive,2025-03-15
AST-EMP100-01,EMP100,presentation,pptx,Project update deck - EMP100,OneDrive,2025-04-12
AST-EMP100-02,EMP100,pdf,pdf,Process compliance document - EMP100,OneDrive,2025-04-13
AST-EMP100-03,EMP100,word,docx,Design specification - EMP100,OneDrive,2025-04-14
AST-EMP100-04,EMP100,text,txt,Shift handoff notes - EMP100,OneDrive,2025-04-15
AST-EMP100-05,EMP100,onenote,one,Lab observations notebook - EMP100,OneDrive,2025-04-16
AST-EMP100-06,EMP100,spreadsheet,xlsx,Budget tracker - EMP100,OneDrive,2025-04-23
AST-EMP100-07,EMP100,spreadsheet-csv,csv,Department metrics export - EMP100,OneDrive,2025-02-16
AST-EMP100-08,EMP100,knowledge-note,md,Knowledge summary notes - EMP100,OneDrive,2025-03-16
